"","year","country","ccode","datastartyear","dataendyear","mk_onset_count","mk_offset_count","mk_ongoing_count","mk_location_ever","mk_responsible_ever","mk_ongoing_widescope","mk_ongoing_code","mk_ethnicflag","mk_ongoing","mk_onset","mk_offset","widetargeting","narrowtargeting"
"5651",1946,"Liberia",450,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5652",1947,"Liberia",450,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5653",1948,"Liberia",450,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5654",1949,"Liberia",450,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5655",1950,"Liberia",450,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5656",1951,"Liberia",450,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5657",1952,"Liberia",450,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5658",1953,"Liberia",450,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5659",1954,"Liberia",450,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5660",1955,"Liberia",450,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5661",1956,"Liberia",450,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5662",1957,"Liberia",450,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5663",1958,"Liberia",450,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5664",1959,"Liberia",450,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5665",1960,"Liberia",450,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5666",1961,"Liberia",450,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5667",1962,"Liberia",450,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5668",1963,"Liberia",450,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5669",1964,"Liberia",450,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5670",1965,"Liberia",450,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5671",1966,"Liberia",450,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5672",1967,"Liberia",450,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5673",1968,"Liberia",450,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5674",1969,"Liberia",450,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5675",1970,"Liberia",450,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5676",1971,"Liberia",450,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5677",1972,"Liberia",450,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5678",1973,"Liberia",450,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5679",1974,"Liberia",450,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5680",1975,"Liberia",450,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5681",1976,"Liberia",450,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5682",1977,"Liberia",450,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5683",1978,"Liberia",450,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5684",1979,"Liberia",450,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5685",1980,"Liberia",450,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5686",1981,"Liberia",450,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5687",1982,"Liberia",450,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5688",1983,"Liberia",450,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5689",1984,"Liberia",450,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5690",1985,"Liberia",450,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5691",1986,"Liberia",450,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5692",1987,"Liberia",450,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5693",1988,"Liberia",450,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5694",1989,"Liberia",450,1934,2023,2,0,2,1,1,0,"; lbr1989ns1; lbr1989s1","; 2",1,1,0,1,0
"5695",1990,"Liberia",450,1934,2023,0,2,2,1,1,0,"; lbr1989ns1; lbr1989s1","; 2",1,0,1,1,0
"5696",1991,"Liberia",450,1934,2023,0,0,0,1,1,0,"","",0,0,0,0,0
"5697",1992,"Liberia",450,1934,2023,0,0,0,1,1,0,"","",0,0,0,0,0
"5698",1993,"Liberia",450,1934,2023,0,0,0,1,1,0,"","",0,0,0,0,0
"5699",1994,"Liberia",450,1934,2023,0,0,0,1,1,0,"","",0,0,0,0,0
"5700",1995,"Liberia",450,1934,2023,0,0,0,1,1,0,"","",0,0,0,0,0
"5701",1996,"Liberia",450,1934,2023,0,0,0,1,1,0,"","",0,0,0,0,0
"5702",1997,"Liberia",450,1934,2023,0,0,0,1,1,0,"","",0,0,0,0,0
"5703",1998,"Liberia",450,1934,2023,0,0,0,1,1,0,"","",0,0,0,0,0
"5704",1999,"Liberia",450,1934,2023,1,0,1,1,1,0,"; lbr1999s1","; 2",1,1,0,1,0
"5705",2000,"Liberia",450,1934,2023,0,0,1,1,1,0,"; lbr1999s1","; 2",1,0,0,1,0
"5706",2001,"Liberia",450,1934,2023,0,0,1,1,1,0,"; lbr1999s1","; 2",1,0,0,1,0
"5707",2002,"Liberia",450,1934,2023,0,0,1,1,1,0,"; lbr1999s1","; 2",1,0,0,1,0
"5708",2003,"Liberia",450,1934,2023,0,1,1,1,1,0,"; lbr1999s1","; 2",1,0,1,1,0
"5709",2004,"Liberia",450,1934,2023,0,0,0,1,1,0,"","",0,0,0,0,0
"5710",2005,"Liberia",450,1934,2023,0,0,0,1,1,0,"","",0,0,0,0,0
"5711",2006,"Liberia",450,1934,2023,0,0,0,1,1,0,"","",0,0,0,0,0
"5712",2007,"Liberia",450,1934,2023,0,0,0,1,1,0,"","",0,0,0,0,0
"5713",2008,"Liberia",450,1934,2023,0,0,0,1,1,0,"","",0,0,0,0,0
"5714",2009,"Liberia",450,1934,2023,0,0,0,1,1,0,"","",0,0,0,0,0
"5715",2010,"Liberia",450,1934,2023,0,0,0,1,1,0,"","",0,0,0,0,0
"5716",2011,"Liberia",450,1934,2023,0,0,0,1,1,0,"","",0,0,0,0,0
"5717",2012,"Liberia",450,1934,2023,0,0,0,1,1,0,"","",0,0,0,0,0
"5718",2013,"Liberia",450,1934,2023,0,0,0,1,1,0,"","",0,0,0,0,0
"5719",2014,"Liberia",450,1934,2023,0,0,0,1,1,0,"","",0,0,0,0,0
"5720",2015,"Liberia",450,1934,2023,0,0,0,1,1,0,"","",0,0,0,0,0
"5721",2016,"Liberia",450,1934,2023,0,0,0,1,1,0,"","",0,0,0,0,0
"5722",2017,"Liberia",450,1934,2023,0,0,0,1,1,0,"","",0,0,0,0,0
"5723",2018,"Liberia",450,1934,2023,0,0,0,1,1,0,"","",0,0,0,0,0
"5724",2019,"Liberia",450,1934,2023,0,0,0,1,1,0,"","",0,0,0,0,0
"5725",2020,"Liberia",450,1934,2023,0,0,0,1,1,0,"","",0,0,0,0,0
"5726",2021,"Liberia",450,1934,2023,0,0,0,1,1,0,"","",0,0,0,0,0
"5727",2022,"Liberia",450,1934,2023,0,0,0,1,1,0,"","",0,0,0,0,0
"5728",2023,"Liberia",450,1934,2023,0,0,0,1,1,0,"","",0,0,0,0,0
"5729",1961,"Sierra Leone",451,1961,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5730",1962,"Sierra Leone",451,1961,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5731",1963,"Sierra Leone",451,1961,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5732",1964,"Sierra Leone",451,1961,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5733",1965,"Sierra Leone",451,1961,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5734",1966,"Sierra Leone",451,1961,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5735",1967,"Sierra Leone",451,1961,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5736",1968,"Sierra Leone",451,1961,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5737",1969,"Sierra Leone",451,1961,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5738",1970,"Sierra Leone",451,1961,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5739",1971,"Sierra Leone",451,1961,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5740",1972,"Sierra Leone",451,1961,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5741",1973,"Sierra Leone",451,1961,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5742",1974,"Sierra Leone",451,1961,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5743",1975,"Sierra Leone",451,1961,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5744",1976,"Sierra Leone",451,1961,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5745",1977,"Sierra Leone",451,1961,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5746",1978,"Sierra Leone",451,1961,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5747",1979,"Sierra Leone",451,1961,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5748",1980,"Sierra Leone",451,1961,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5749",1981,"Sierra Leone",451,1961,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5750",1982,"Sierra Leone",451,1961,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5751",1983,"Sierra Leone",451,1961,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5752",1984,"Sierra Leone",451,1961,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5753",1985,"Sierra Leone",451,1961,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5754",1986,"Sierra Leone",451,1961,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5755",1987,"Sierra Leone",451,1961,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5756",1988,"Sierra Leone",451,1961,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5757",1989,"Sierra Leone",451,1961,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5758",1990,"Sierra Leone",451,1961,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5759",1991,"Sierra Leone",451,1961,2023,2,0,2,1,1,0,"; sle1991ns1; sle1991s1","; 0",1,1,0,1,0
"5760",1992,"Sierra Leone",451,1961,2023,0,0,2,1,1,0,"; sle1991ns1; sle1991s1","; 0",1,0,0,1,0
"5761",1993,"Sierra Leone",451,1961,2023,0,0,2,1,1,0,"; sle1991ns1; sle1991s1","; 0",1,0,0,1,0
"5762",1994,"Sierra Leone",451,1961,2023,0,0,2,1,1,0,"; sle1991ns1; sle1991s1","; 0",1,0,0,1,0
"5763",1995,"Sierra Leone",451,1961,2023,0,0,2,1,1,0,"; sle1991ns1; sle1991s1","; 0",1,0,0,1,0
"5764",1996,"Sierra Leone",451,1961,2023,0,0,2,1,1,0,"; sle1991ns1; sle1991s1","; 0",1,0,0,1,0
"5765",1997,"Sierra Leone",451,1961,2023,0,0,2,1,1,0,"; sle1991ns1; sle1991s1","; 0",1,0,0,1,0
"5766",1998,"Sierra Leone",451,1961,2023,0,0,2,1,1,0,"; sle1991ns1; sle1991s1","; 0",1,0,0,1,0
"5767",1999,"Sierra Leone",451,1961,2023,0,0,2,1,1,0,"; sle1991ns1; sle1991s1","; 0",1,0,0,1,0
"5768",2000,"Sierra Leone",451,1961,2023,0,0,2,1,1,0,"; sle1991ns1; sle1991s1","; 0",1,0,0,1,0
"5769",2001,"Sierra Leone",451,1961,2023,0,0,2,1,1,0,"; sle1991ns1; sle1991s1","; 0",1,0,0,1,0
"5770",2002,"Sierra Leone",451,1961,2023,0,2,2,1,1,0,"; sle1991ns1; sle1991s1","; 0",1,0,1,1,0
"5771",2003,"Sierra Leone",451,1961,2023,0,0,0,1,1,0,"","",0,0,0,0,0
"5772",2004,"Sierra Leone",451,1961,2023,0,0,0,1,1,0,"","",0,0,0,0,0
"5773",2005,"Sierra Leone",451,1961,2023,0,0,0,1,1,0,"","",0,0,0,0,0
"5774",2006,"Sierra Leone",451,1961,2023,0,0,0,1,1,0,"","",0,0,0,0,0
"5775",2007,"Sierra Leone",451,1961,2023,0,0,0,1,1,0,"","",0,0,0,0,0
"5776",2008,"Sierra Leone",451,1961,2023,0,0,0,1,1,0,"","",0,0,0,0,0
"5777",2009,"Sierra Leone",451,1961,2023,0,0,0,1,1,0,"","",0,0,0,0,0
"5778",2010,"Sierra Leone",451,1961,2023,0,0,0,1,1,0,"","",0,0,0,0,0
"5779",2011,"Sierra Leone",451,1961,2023,0,0,0,1,1,0,"","",0,0,0,0,0
"5780",2012,"Sierra Leone",451,1961,2023,0,0,0,1,1,0,"","",0,0,0,0,0
"5781",2013,"Sierra Leone",451,1961,2023,0,0,0,1,1,0,"","",0,0,0,0,0
"5782",2014,"Sierra Leone",451,1961,2023,0,0,0,1,1,0,"","",0,0,0,0,0
"5783",2015,"Sierra Leone",451,1961,2023,0,0,0,1,1,0,"","",0,0,0,0,0
"5784",2016,"Sierra Leone",451,1961,2023,0,0,0,1,1,0,"","",0,0,0,0,0
"5785",2017,"Sierra Leone",451,1961,2023,0,0,0,1,1,0,"","",0,0,0,0,0
"5786",2018,"Sierra Leone",451,1961,2023,0,0,0,1,1,0,"","",0,0,0,0,0
"5787",2019,"Sierra Leone",451,1961,2023,0,0,0,1,1,0,"","",0,0,0,0,0
"5788",2020,"Sierra Leone",451,1961,2023,0,0,0,1,1,0,"","",0,0,0,0,0
"5789",2021,"Sierra Leone",451,1961,2023,0,0,0,1,1,0,"","",0,0,0,0,0
"5790",2022,"Sierra Leone",451,1961,2023,0,0,0,1,1,0,"","",0,0,0,0,0
"5791",2023,"Sierra Leone",451,1961,2023,0,0,0,1,1,0,"","",0,0,0,0,0
"5792",1957,"Ghana",452,1957,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5793",1958,"Ghana",452,1957,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5794",1959,"Ghana",452,1957,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5795",1960,"Ghana",452,1957,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5796",1961,"Ghana",452,1957,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5797",1962,"Ghana",452,1957,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5798",1963,"Ghana",452,1957,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5799",1964,"Ghana",452,1957,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5800",1965,"Ghana",452,1957,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5801",1966,"Ghana",452,1957,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5802",1967,"Ghana",452,1957,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5803",1968,"Ghana",452,1957,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5804",1969,"Ghana",452,1957,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5805",1970,"Ghana",452,1957,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5806",1971,"Ghana",452,1957,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5807",1972,"Ghana",452,1957,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5808",1973,"Ghana",452,1957,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5809",1974,"Ghana",452,1957,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5810",1975,"Ghana",452,1957,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5811",1976,"Ghana",452,1957,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5812",1977,"Ghana",452,1957,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5813",1978,"Ghana",452,1957,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5814",1979,"Ghana",452,1957,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5815",1980,"Ghana",452,1957,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5816",1981,"Ghana",452,1957,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5817",1982,"Ghana",452,1957,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5818",1983,"Ghana",452,1957,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5819",1984,"Ghana",452,1957,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5820",1985,"Ghana",452,1957,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5821",1986,"Ghana",452,1957,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5822",1987,"Ghana",452,1957,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5823",1988,"Ghana",452,1957,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5824",1989,"Ghana",452,1957,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5825",1990,"Ghana",452,1957,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5826",1991,"Ghana",452,1957,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5827",1992,"Ghana",452,1957,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5828",1993,"Ghana",452,1957,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5829",1994,"Ghana",452,1957,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5830",1995,"Ghana",452,1957,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5831",1996,"Ghana",452,1957,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5832",1997,"Ghana",452,1957,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5833",1998,"Ghana",452,1957,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5834",1999,"Ghana",452,1957,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5835",2000,"Ghana",452,1957,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5836",2001,"Ghana",452,1957,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5837",2002,"Ghana",452,1957,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5838",2003,"Ghana",452,1957,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5839",2004,"Ghana",452,1957,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5840",2005,"Ghana",452,1957,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5841",2006,"Ghana",452,1957,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5842",2007,"Ghana",452,1957,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5843",2008,"Ghana",452,1957,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5844",2009,"Ghana",452,1957,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5845",2010,"Ghana",452,1957,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5846",2011,"Ghana",452,1957,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5847",2012,"Ghana",452,1957,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5848",2013,"Ghana",452,1957,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5849",2014,"Ghana",452,1957,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5850",2015,"Ghana",452,1957,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5851",2016,"Ghana",452,1957,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5852",2017,"Ghana",452,1957,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5853",2018,"Ghana",452,1957,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5854",2019,"Ghana",452,1957,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5855",2020,"Ghana",452,1957,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5856",2021,"Ghana",452,1957,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5857",2022,"Ghana",452,1957,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5858",2023,"Ghana",452,1957,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5859",1960,"Togo",461,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5860",1961,"Togo",461,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5861",1962,"Togo",461,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5862",1963,"Togo",461,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5863",1964,"Togo",461,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5864",1965,"Togo",461,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5865",1966,"Togo",461,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5866",1967,"Togo",461,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5867",1968,"Togo",461,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5868",1969,"Togo",461,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5869",1970,"Togo",461,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5870",1971,"Togo",461,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5871",1972,"Togo",461,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5872",1973,"Togo",461,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5873",1974,"Togo",461,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5874",1975,"Togo",461,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5875",1976,"Togo",461,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5876",1977,"Togo",461,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5877",1978,"Togo",461,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5878",1979,"Togo",461,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5879",1980,"Togo",461,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5880",1981,"Togo",461,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5881",1982,"Togo",461,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5882",1983,"Togo",461,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5883",1984,"Togo",461,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5884",1985,"Togo",461,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5885",1986,"Togo",461,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5886",1987,"Togo",461,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5887",1988,"Togo",461,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5888",1989,"Togo",461,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5889",1990,"Togo",461,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5890",1991,"Togo",461,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5891",1992,"Togo",461,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5892",1993,"Togo",461,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5893",1994,"Togo",461,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5894",1995,"Togo",461,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5895",1996,"Togo",461,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5896",1997,"Togo",461,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5897",1998,"Togo",461,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5898",1999,"Togo",461,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5899",2000,"Togo",461,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5900",2001,"Togo",461,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5901",2002,"Togo",461,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5902",2003,"Togo",461,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5903",2004,"Togo",461,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5904",2005,"Togo",461,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5905",2006,"Togo",461,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5906",2007,"Togo",461,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5907",2008,"Togo",461,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5908",2009,"Togo",461,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5909",2010,"Togo",461,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5910",2011,"Togo",461,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5911",2012,"Togo",461,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5912",2013,"Togo",461,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5913",2014,"Togo",461,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5914",2015,"Togo",461,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5915",2016,"Togo",461,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5916",2017,"Togo",461,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5917",2018,"Togo",461,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5918",2019,"Togo",461,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5919",2020,"Togo",461,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5920",2021,"Togo",461,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5921",2022,"Togo",461,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5922",2023,"Togo",461,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5923",1961,"Cameroon",471,1961,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5924",1962,"Cameroon",471,1961,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5925",1963,"Cameroon",471,1961,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5926",1964,"Cameroon",471,1961,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5927",1965,"Cameroon",471,1961,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5928",1966,"Cameroon",471,1961,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5929",1967,"Cameroon",471,1961,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5930",1968,"Cameroon",471,1961,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5931",1969,"Cameroon",471,1961,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5932",1970,"Cameroon",471,1961,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5933",1971,"Cameroon",471,1961,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5934",1972,"Cameroon",471,1961,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5935",1973,"Cameroon",471,1961,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5936",1974,"Cameroon",471,1961,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5937",1975,"Cameroon",471,1961,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5938",1976,"Cameroon",471,1961,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5939",1977,"Cameroon",471,1961,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5940",1978,"Cameroon",471,1961,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"5941",1979,"Cameroon",471,1961,2023,0,0,0,0,0,0,"","",0,0,0,0,0
